longitude,latitude,Country,Code,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
19.39620048366142,47.22527332486294,Hungary,HUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2313573,3.3082075,5.515337,6.348452,8.99253,11.2652235,11.947651,12.052981,12.900819,13.679539,14.038937,14.057263,13.876886,13.7677145,13.897196,13.673104,13.823846,14.32893,13.844341,13.912171,10.77707,11.403448,12.3384495,12.167905,13.359987,13.595615,15.16007,15.109539,15.40885,16.54765,16.886189,17.073484,16.299694,16.141422,15.265671,14.728251,14.98767,14.967573,14.137927,14.8869095
-19.05682967,65.12360920205514,Ireland,IRL,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.763657166123137,42.98201127614267,Italy,ITA,1.0727067,1.0871043,0.81905293,0.61945224,0.37512305,0.6427354,0.6467876,0.66457486,0.5517606,0.5990049,0.6818564,0.64727455,0.573652,0.7324012,0.4214977,0.3634563,0.45514545,1.1671937,1.0133353,1.188286,1.2177668,1.4783376,0.02852146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.693671325654403,56.813853047554154,Latvia,LVA,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.946021605013534,55.29437393417175,Lithuania,LTU,,,,,,,,,,,,,,,,,,,,,14.8863125,16.817524,14.918789,19.830824,23.795412,23.937105,22.598972,31.763157,34.016026,24.77631,34.008415,36.850533,34.46675,36.22888,31.865215,30.61348,35.095722,40.667095,42.190628,40.59702,30.268347,26.358232,27.195984,27.466,32.30297,0,0,0,0,0,0,0,0,0,0,0,0,0
6.103230338458876,49.77523454542369,Luxembourg,LUX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.554136426128487,52.134054128923886,Netherlands,NLD,0,0,0,0.015150955,0.152845,0.15826146,0.16516818,0.11446433,0.36571285,1.1395861,1.1500475,1.224267,1.1944866,1.2812008,1.065818,1.3663871,1.2549425,1.4465681,1.3259057,1.3205954,1.3445337,1.3851789,1.1447483,1.1791291,1.2835692,1.0910945,1.0178279,1.1481586,1.1829894,1.2015709,1.169393,1.1605486,0.6840599,1.0744507,1.0930634,1.1045488,1.0711067,1.0478777,1.0618274,0.9707262,0.987545,0.8694293,1.0290538,1.0271938,1.0548594,0.9030546,0.98300713,0.940056,0.7113152,1.0465018,1.0190763,0.97482234,0.82645136,0.8698172,0.9680476,1.0419279,0.9467236,1.0576086
19.43573279234468,52.06848055692473,Poland,POL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-7.933662184,39.67529214702138,Portugal,PRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.094158201563292,45.82454894397586,Romania,ROU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7132363,2.9279268,3.1447935,3.501999,3.6831565,3.6115217,3.4990106,3.0942345,3.354609,3.3305094,3.288513,4.6360283,6.690535,7.9669795,7.759974,7.609248,7.6774397,8.288028,7.9768248,7.864704,7.578304,7.5556526,7.2862515,7.3662086,7.8230233,7.316401,7.691569
19.581015362490966,48.69808390520484,Slovakia,SVK,0,0,0,0,0,0,0,0.005328137,0.39605275,0.7882977,0.28981826,0.6603119,0.16203023,0.025740106,2.8270974,5.8589435,6.701386,7.7068396,8.092545,8.842447,11.107722,13.992104,13.446116,13.333938,13.927737,13.751486,14.927742,14.66932,15.52162,17.27806,15.472117,15.113087,15.155119,15.43075,17.615171,21.444477,21.471,22.207878,22.609558,21.893602,21.527105,22.336725,20.136044,21.22439,19.621338,18.889008,20.636158,21.469774,21.128086,22.245934,21.38903,20.54335,19.791552,19.699265,20.911854,21.488762,20.231863,20.794628
14.890636899973781,46.13759229564504,Slovenia,SVN,,,,,,,,,,,,,,,,,,,,,,,,,,18.92552,20.244179,17.366781,16.839998,18.432909,18.202562,16.56222,17.816957,17.767235,16.797413,17.1818,18.030586,18.934015,18.065422,17.72165,18.978949,17.62388,18.080233,18.063744,17.778656,17.386364,19.554651,17.790213,17.137259,19.958302,19.505402,18.356403,19.855682,17.78048,18.384806,20.688902,18.686762,19.236103
-3.651625141,40.365008336683836,Spain,ESP,,,,,0.47985727,0.49531427,1.2296534,2.1413338,2.694503,2.8570254,2.9051807,2.7228394,2.2678983,2.648045,2.1536462,1.6589721,3.0361009,2.784498,3.306188,7.0468955,8.6280775,11.286877,11.99423,14.041977,14.90642,14.408013,14.252214,13.655286,14.183763,13.361077,12.904143,12.619708,11.740767,11.949149,11.567016,11.554475,11.239991,10.928387,10.088344,9.940751,8.874867,9.084239,8.09578,8.855138,8.493105,9.597341,9.10959,9.694557,9.361493,9.57682,9.402487,9.470892,9.22849,8.648346,9.263023,10.207034,9.20519,9.169866
17.062431988004956,62.73420986108448,Sweden,SWE,,,,,,,,,,,,,,,,,,,,,24.025667,27.686563,27.24231,28.718945,27.749289,28.355947,33.659843,27.655888,27.010965,32.181168,30.415462,33.24226,30.230713,29.393608,30.111715,25.432783,29.637712,29.71478,30.497126,32.412304,29.373363,28.585743,27.978233,26.908653,23.829,24.64993,26.042894,25.824463,28.432932,27.718548,23.144373,26.233173,26.30203,27.852222,25.742685,20.13211,21.11071,20.397484
